| TOTAL     | BOOK 1    | BOOK 2    | WORD     | 
| ORDER     | ORDER     | ORDER     | ORDER    | 
| FREQUENCY | FREQUENCY | FREQUENCY | SEQUENCE | 
------------------------------------------------ 
     32     |      28   |      4    |   hung 
     32     |      27   |      5    | spring 
     32     |      31   |      1    |landlord 
     32     |      18   |     14    | places 
     32     |      29   |      3    |sideways 
     32     |      23   |      9    |   beat 
     32     |      14   |     18    |opinion 
     32     |      12   |     20    |touched 
     32     |      18   |     14    |   fall 
     32     |      11   |     21    | temple 
     32     |      17   |     15    | spirit 
     32     |      20   |     12    |hanging 
     32     |      21   |     11    |  loose 
     32     |      13   |     19    |remarkable 
     32     |      18   |     14    |precious 
     32     |      22   |     10    |attached 
     32     |      32   |      0    |rigging 
     32     |      32   |      0    | planks 
     32     |      32   |      0    |hammock 
     31     |      19   |     12    |   copy 
     31     |      25   |      6    |regarded 
     31     |      10   |     21    |   dust 
     31     |      10   |     21    |appeared 
     31     |      30   |      1    |   huge 
     31     |      29   |      2    |   jaws 
     31     |      25   |      6    | seldom 
     31     |      20   |     11    |distant 
     31     |      16   |     15    |meaning 
     31     |      12   |     19    |  north 
     31     |      18   |     13    |presently 
     31     |      11   |     20    | oclock 
     31     |      26   |      5    |  takes 
     31     |      25   |      6    |complete 
     31     |      27   |      4    | wholly 
     31     |      10   |     21    |   shut 
     31     |      11   |     20    |   wore 
     31     |      29   |      2    |strangely 
     31     |      15   |     16    | nearer 
     31     |      11   |     20    |knowledge 
     31     |      17   |     14    | longer 
     31     |       1   |     30    |   jury 
     31     |       5   |     26    |drinking 
     31     |      25   |      6    |   blow 
     31     |      21   |     10    |advance 
     31     |       4   |     27    |    bar 
     31     |      16   |     15    |   race 
     31     |      31   |      0    |quarterdeck 
     31     |      31   |      0    |mastheads 
     31     |      31   |      0    |mariners 
     31     |      31   |      0    |instances 
     31     |      31   |      0    |   hull 
     30     |      24   |      6    |  shore 
     30     |      24   |      6    |   warm 
     30     |       6   |     24    |dreadful 
     30     |      20   |     10    | master 
     30     |      22   |      8    |  south 
     30     |      25   |      5    |  royal 
